"Filename","RelativePath","Bytes","Width","Height","Sha256","SuggestedCategory","SuggestedTags","SuggestedCaptureStyle","RightsStatus","Publishable","HumanConfirmed","IntendedUse","AltTextZh","AltTextEn","ReadError"
"Dicky_tourist1.jpg","assets/images/Dicky_tourist1.jpg","413375","1280","1707","1d5e9b853c78ca4c1561d75ded9fdf3de7d7d18ee91b7b4b96d3f75fc6988ff5","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Dicky_tourist2.jpg","assets/images/Dicky_tourist2.jpg","295101","1280","1707","abeac1a74e159aec2767c06627f0bc8a7b17eb7a58af984a35c2222ab287e47e","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Dicky_tourist3.jpg","assets/images/Dicky_tourist3.jpg","394542","1280","1707","d3b7edb7de06c74eb04754f30391ce230c09f0941f4c608be49d5161929703a1","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Dicky_tourist4.jpg","assets/images/Dicky_tourist4.jpg","247290","1280","1707","f0b485842d63b8dcb26f20bf143b5629c5283f59406a09acb156deb30a8aa9f7","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Dicky_tourist5.jpg","assets/images/Dicky_tourist5.jpg","342381","1280","1707","3cc41350bbbe9784ebb9bce8478da7cfd9dd4450e15d21008612e6e73d6b6522","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Dicky_tourist6.jpg","assets/images/Dicky_tourist6.jpg","272824","1280","1707","c9f2502862c2d45e377a27cbdd1a4b94367104c13eb369c13644e345c56bd7bf","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Dicky1.jpg","assets/images/Dicky1.jpg","195846","1279","1706","b47e5dbf32902c06009f79966a2e395ddbebeb1f65a20074ec4575c7b01dbb6c","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Dicky2.jpg","assets/images/Dicky2.jpg","424557","1276","1702","facc454ac572f04b9ecedee13d6d1fa8c399b2ef4a13688d14390a9ff02bbda3","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"DickyandGede nicho _tourist1.jpg","assets/images/DickyandGede nicho _tourist1.jpg","198087","1706","1280","0a69d27439db0163a626c97d7dd9b0036964c2db06139f9acbc5c0cad611e218","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"DickyandGede nicho _tourist2.jpg","assets/images/DickyandGede nicho _tourist2.jpg","317845","1179","2096","f0b47b2e36049c9a2fb9ad75248846fdb7e4d9970302db33086e14e53ec54c7d","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"down.png","assets/images/down.png","240","12","12","73a46249c796b78cb0914f6e0c75bf380cead7f14ade558f91d0fdd5a591210a","unclassified","","unknown","unknown","False","False","","","",""
"gallery-1.jpg","assets/images/gallery-1.jpg","13529","300","225","db0771f7214d6b4e2da1d35ce232cc39d0a76fc5caf2bf0940989e194587ae0b","unclassified","","unknown","unknown","False","False","","","",""
"gallery-2.jpg","assets/images/gallery-2.jpg","265491","1401","951","bb5b6f656510667902ffc7cc9279eb2be1073b0c3c3bdb826bb32d2a0c1d5195","unclassified","","unknown","unknown","False","False","","","",""
"gallery-3.jpg","assets/images/gallery-3.jpg","19213","300","225","63840a71df0d035bf45ae4419a16d953a58d3f846d949e96f74ae4fabdf8150c","unclassified","","unknown","unknown","False","False","","","",""
"gallery-4.jpg","assets/images/gallery-4.jpg","21353","300","225","b86b93c2e39fabdbf42d203ae85ad03a236ee75491a2da199e2c5f5df853091c","unclassified","","unknown","unknown","False","False","","","",""
"gallery-5.jpg","assets/images/gallery-5.jpg","261590","1401","951","2a7a6666dd325a9569a63435c6dda5ab3d64bf5f6c55fb587595e9bb9c630879","unclassified","","unknown","unknown","False","False","","","",""
"gallery-6.jpg","assets/images/gallery-6.jpg","83622","736","414","432dcc056d82b0479573eba968995cd431d1af08b47c5abcf2c22c61d0aa019c","unclassified","","unknown","unknown","False","False","","","",""
"Galungan.jpg","assets/images/Galungan.jpg","269333","736","1308","a637d36cf0e9f53a7b940cdff9787e5581af61cdfcd7882c03d87c3ba0591006","culture","festival","unknown","unknown","False","False","","","",""
"Garuda Wisnu Kencana.jpg","assets/images/Garuda Wisnu Kencana.jpg","247798","864","1080","5606be88ad794ba6b04a056bb26342d67997a351fbc84e060fbff5b94bb347ff","places","culture;temple","unknown","unknown","False","False","","","",""
"Gede nicho.jpg","assets/images/Gede nicho.jpg","167886","1279","1706","b0a4861a2a414f15545311a6100cbbe40e13f5a9a2c4887f75bb40e2bb2be5f0","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Gede nicho_tourist1.jpg","assets/images/Gede nicho_tourist1.jpg","280460","1706","1280","801293f7fbcc9dcaf41a5549b3caeeb94549dbcfda2dfc07b4f1785b1398317b","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Gede nicho_tourist2.jpg","assets/images/Gede nicho_tourist2.jpg","230590","1280","2275","4d8f28299b04d044acfe2f0fab5b884b7e04f1210af546bc07ce32041132c8f4","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Gede nicho_tourist3.jpg","assets/images/Gede nicho_tourist3.jpg","264371","2275","1280","f9ec4045b132fbd01384110835640e3c3fb11a90c30a713dce5276927ee0f13e","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Gede nicho_tourist4.jpg","assets/images/Gede nicho_tourist4.jpg","161351","960","1280","328a49e16467fef17a9e59f91eaa448e4b66b0314ad539c1a676de81f68144ff","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Gede nicho_tourist5.jpg","assets/images/Gede nicho_tourist5.jpg","279247","2275","1279","98f9b02d6233e8b328fdf39b6a7939d2f211a01fde63681089f9c74ad6e13cfb","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"Gede nicho_tourist6.jpg","assets/images/Gede nicho_tourist6.jpg","279444","2275","1280","a053b92cc599adb2ec17c161b5b4b0b18c2e4e60f2f16b0b14cee7aa90ff7136","people","driver","phone_authentic","user_provided_with_consent","True","False","","","",""
"hero-1.jpg","assets/images/hero-1.jpg","14278045","8736","4896","18029bd74c32ef720365cb1052b3c1add486845b768cfa0261166b4259353e1c","unclassified","","unknown","unknown","False","False","","","",""
"hero-2.jpg","assets/images/hero-2.jpg","275591","1680","800","62381e0bf8496a50ce199ccd5be71e3e6c34439aef4cb130c8fba61c8e5862bf","unclassified","","unknown","unknown","False","False","","","",""
"hero-3.jpg","assets/images/hero-3.jpg","349712","1680","800","409b19e56f9ec0d630d976dd1f097d810bd2a14a6e82c94775a280eac04c579f","unclassified","","unknown","unknown","False","False","","","",""
"hero-4.jpg","assets/images/hero-4.jpg","168224","1680","800","0228a3ffddeee27172ddaa3cd29639e1b32d1bf042298c5b42843819676e02d5","unclassified","","unknown","unknown","False","False","","","",""
"high-angle-shot-beautiful-foggy-cliffs-calm-blue-ocean-captured-kauai-hawaii.jpg","assets/images/high-angle-shot-beautiful-foggy-cliffs-calm-blue-ocean-captured-kauai-hawaii.jpg","8093073","4174","2348","a160499c580427a84a1d81d1163527093051171fa523878a6ccefeb7e3cb4c0e","landscapes","coast","unknown","unknown","False","False","","","",""
"Intuitive Flow1.jpg","assets/images/Intuitive Flow1.jpg","275744","1080","1461","b22399d29ef1b1f264b791f0a29ca4431cf13bd405a1a5653c7e7decde5885ee","experiences","wellness","unknown","unknown","False","False","","","",""
"kyoto-1.jpg","assets/images/kyoto-1.jpg","418157","1067","800","ea9382023285d36aa97e2f960dec3a885433f21be6e7d4d8dbe166bff8ebdfd0","unclassified","","unknown","unknown","False","False","","","",""
"kyoto-2.jpg","assets/images/kyoto-2.jpg","56963","735","524","4c4cfc92a07881d628957d6811d5224d5c6e71cdffcf13a42abc06c3d5fbc760","unclassified","","unknown","unknown","False","False","","","",""
"Lempuyang Temple.jpg","assets/images/Lempuyang Temple.jpg","114327","720","888","8282a0ce367e9f589b0dadbdced93ea358957ce0d7811fc8ec299552358ad253","places","culture;temple","unknown","watermarked","False","False","","","",""
"logo-mark.png","assets/images/logo-mark.png","1403460","1024","1024","2351b9ebfe19deb27a861b38bbb2ecca45f8855ad40dcef62a8a196fcd85cb54","unclassified","","unknown","unknown","False","False","","","",""
"logo-mark-256.png","assets/images/logo-mark-256.png","22562","256","256","c409ddb66fd59221a7b015d051f281b3859a25c52914c1a57aef03991ee4c7e9","unclassified","","unknown","unknown","False","False","","","",""
"mesmerizing-view-calm-ocean-trees-shore-sunset-indonesia.jpg","assets/images/mesmerizing-view-calm-ocean-trees-shore-sunset-indonesia.jpg","13669737","5428","3616","fd97a6818cd9bd7bf6e7e819714a76f36d80881b363057d2ee960afb52c959ac","landscapes","coast","unknown","unknown","False","False","","","",""
"Nyepi.jpg","assets/images/Nyepi.jpg","243503","900","1200","5ea1261626ebac26342958d6ca299cfff578f8f01ec04c41a1281f05ced1a550","culture","festival","unknown","unknown","False","False","","","",""
"paris-1.jpg","assets/images/paris-1.jpg","67760","735","490","388bc0b1c0e1648d47fb89eba5c7a77e293ae51c7e48c9e9da50c794b48e4e3c","unclassified","","unknown","unknown","False","False","","","",""
"paris-2.jpg","assets/images/paris-2.jpg","63983","736","493","107fa7fb5c18247e8fba1b0997da6a431452afa0d41615cd80d0e0d9cb089c13","unclassified","","unknown","unknown","False","False","","","",""
"pay-alipay.jpg","assets/images/pay-alipay.jpg","166059","1280","1919","ef71179d6e7e46246d5228afc57420d3db78bb4272e51f4a0222739e5971a7bb","unclassified","","unknown","unknown","False","False","","","",""
"pay-wechat.jpg","assets/images/pay-wechat.jpg","76264","828","1124","e4709cf80bbc893d1b6e7e00a18b40cf87ad3c74978f7ef076ac073b0ad5081a","unclassified","","unknown","unknown","False","False","","","",""
"Pura Besakih1.png","assets/images/Pura Besakih1.png","485293","485","647","428ea37c1c0918366d97759258ed715828d430e6d2399a9e1eb92e7cd345f286","places","culture;temple","unknown","unknown","False","False","","","",""
"Pura Besakih2.png","assets/images/Pura Besakih2.png","322717","486","648","0ee069026ef64d7f5ffce46be37aa2fb877ffe9db5ef6c7e5de0efde67018040","places","culture;temple","unknown","unknown","False","False","","","",""
"Pura Besakih3.png","assets/images/Pura Besakih3.png","381401","485","647","29de3c2fb9bba0e2933df0b0cd24b3eadb4e936697572bbf10d0f8e787f7f64c","places","culture;temple","unknown","unknown","False","False","","","",""
"Pura Besakih4.png","assets/images/Pura Besakih4.png","392664","648","486","0d506b671814e0ab18fdf71f68decc298fd222f25c054d0a727c3d51456d7be7","places","culture;temple","unknown","unknown","False","False","","","",""
"Pura Luhur Uluwatu1.jpg","assets/images/Pura Luhur Uluwatu1.jpg","321786","1080","1350","acd8a19f6733e4aa8998bb189a69abbe638bdb1bbfeaca613bdaa0f9751540f9","places","culture;temple","unknown","unknown","False","False","","","",""
"Pura Luhur Uluwatu2.jpg","assets/images/Pura Luhur Uluwatu2.jpg","208961","1080","1339","42b78576f468c0bd109847627476ad0ab2799e78caae5f6745a6981c35e14760","places","culture;temple","unknown","unknown","False","False","","","",""
"Pura Taman Ayun.jpg","assets/images/Pura Taman Ayun.jpg","92824","600","600","1a8f10505d9638bd624a4254b54986c8a534482395960597432c5a426735210a","places","culture;temple","unknown","unknown","False","False","","","",""
"Pura Taman Saraswati1.jpg","assets/images/Pura Taman Saraswati1.jpg","400675","1080","1350","c1fb58324abc9d994653876a158983336437dfb5f12cc3a982c8baf22d19724b","places","culture;temple","unknown","unknown","False","False","","","",""
"Pura Taman Saraswati2.jpg","assets/images/Pura Taman Saraswati2.jpg","304449","1200","799","958a849b74bf16e240ed161e1a147b172e12246a29fac4c9bb3cca672625782a","places","culture;temple","unknown","unknown","False","False","","","",""
"Pura Tanah Lot.jpg","assets/images/Pura Tanah Lot.jpg","6841114","4681","2633","f7cd422d0d2322bcb90cb2a7b4c5538441ecdc1cf61715860b9949a4e74967cf","places","culture;temple","unknown","unknown","False","False","","","",""
"Pura Ulun Danu.jpg","assets/images/Pura Ulun Danu.jpg","147313","1200","606","d88c9dbefc6f73169ae807576febaf5c4fd7a484d62757ed51f7550ac051941a","places","culture;temple","unknown","unknown","False","False","","","",""
"Pyramids_Of_Chi音疗1.jpg","assets/images/Pyramids_Of_Chi音疗1.jpg","537011","1080","1410","e01a06997abce63b1e7e35fe83d624aff80fde99b1ec162082fdb12591354f99","experiences","wellness","unknown","unknown","False","False","","","",""
"Pyramids_Of_Chi音疗2.jpg","assets/images/Pyramids_Of_Chi音疗2.jpg","266222","1080","1423","6041280b5b63473ba03e351d50a3b8ff1a590bc9ad8d1b185b62223e10cc0458","experiences","wellness","unknown","unknown","False","False","","","",""
"rock-ocean-landscape.jpg","assets/images/rock-ocean-landscape.jpg","17609425","6000","4000","3f9cb8e70c34e9f87f90749921672cc4cc620129eb052846821c4f6f3807186d","landscapes","coast","unknown","unknown","False","False","","","",""
"santorini-1.jpg","assets/images/santorini-1.jpg","52766","736","489","7ede1e61fcad44f94fc9c1821b89956ab4fc1533c0719ffd3b750be39279c1eb","unclassified","","unknown","unknown","False","False","","","",""
"santorini-2.jpg","assets/images/santorini-2.jpg","148770","735","1133","0a3d30ede739501f5b27e05904c4d5191d920f03812e62e533747eafc8781e11","unclassified","","unknown","unknown","False","False","","","",""
"studio-feature.jpg","assets/images/studio-feature.jpg","208024","1401","951","c1217ee4623e4ade34240561d1828c11fb44b64fd99d7ffb8e5cb8b717b35027","unclassified","","unknown","unknown","False","False","","","",""
"team-1.jpg","assets/images/team-1.jpg","74542","720","801","42a33f76f1eeb0a1535196f8d0563d9c3b8e5fe744ce90086bcabdc57e3b6fca","unclassified","","unknown","unknown","False","False","","","",""
"team-2.jpg","assets/images/team-2.jpg","68085","720","801","ec93f66cbddf7a52d8e2f6dca7ae4ff09643051ef168c548c03b6647e91c539d","unclassified","","unknown","unknown","False","False","","","",""
"team-3.jpg","assets/images/team-3.jpg","41401","720","801","9fb99df7748682eb4991d445d0329167ddcdcc127a8b59b6858435deb555f0f1","unclassified","","unknown","unknown","False","False","","","",""
"team-4.jpg","assets/images/team-4.jpg","69770","720","801","8c15e8c18158203b3b65d7c27f11f6f5759c7ab9633fc2bd9be7d7c2a5841867","unclassified","","unknown","unknown","False","False","","","",""
"Tirta Empul Water Purification Temple.jpg","assets/images/Tirta Empul Water Purification Temple.jpg","231680","750","1125","bf353bdc35abb35028d85484b62105a0953bf10927f937448d5f69c85bf1a1f4","places","culture;temple","unknown","unknown","False","False","","","",""
"travelling-china.jpg","assets/images/travelling-china.jpg","6608569","5184","3456","4348599958d17b231357eb9ac5f66a9fe0f9c311db187104b63d537c6a6b986c","experiences","wellness","unknown","unknown","False","False","","","",""
"ubud yogabarn1.jpg","assets/images/ubud yogabarn1.jpg","231746","985","1313","3dbbb9c3f28732364c0e51bd39b4c0ce65d0104a8af9e9a86594ff0bd87d3f11","experiences","wellness","unknown","unknown","False","False","","","",""
"ubud yogabarn2.jpg","assets/images/ubud yogabarn2.jpg","584377","1067","1375","aa067adb970c08b1b5ae9fbf87ab540e0f455362d1166bb7e88492d52ecde153","experiences","wellness","unknown","unknown","False","False","","","",""
"uluwatu_sunday beach club1.jpg","assets/images/uluwatu_sunday beach club1.jpg","491904","1706","1279","9e500f1e79a63ed8fc27b74f39873b9664d11af19e07c5f40f8c37bf42ec46aa","places","culture;temple;coast","unknown","unknown","False","False","","","",""
"uluwatu_sunday beach club2.jpg","assets/images/uluwatu_sunday beach club2.jpg","554845","1706","1279","5edfe367fc23ca02d11396783faf2e94359e3113c8acce7315b98967ca440f28","places","culture;temple;coast","unknown","unknown","False","False","","","",""
"vertical-overhead-shot-beautiful-shoreline-sea-with-blue-clean-water-sandy-beach.jpg","assets/images/vertical-overhead-shot-beautiful-shoreline-sea-with-blue-clean-water-sandy-beach.jpg","14149695","3648","5472","58c0f69c2ed452d3a5f0847d2ccb0ae780d91752b66d1b6c4f4fbd4769708fb1","landscapes","coast","unknown","unknown","False","False","","","",""
"wide-angle-shot-aegean-sea-rocky-coast-with-greenery-around-bushes-trees-hills-mountain-blue-water-with-waves-view-from-drone-greece.jpg","assets/images/wide-angle-shot-aegean-sea-rocky-coast-with-greenery-around-bushes-trees-hills-mountain-blue-water-with-waves-view-from-drone-greece.jpg","13854879","8000","2728","8abc72de751b5a6f82f9affd1504428978beff235447d50143c74d63afc70eb4","landscapes","coast","unknown","unknown","False","False","","","",""
"world-1.jpg","assets/images/world-1.jpg","236178","1401","951","cb8410da9a66867d3a20e4535ae1ed3c84f8620ecbafc27d3556987faaed91ae","unclassified","","unknown","unknown","False","False","","","",""
